time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2015-09-08 01:00:00+02:00,569.0,286.0,0.0,3701.0,4296.0,289.0,0.0,0.0,0.0,,1801.0,623.0,1003.0,0.0,6708.0,86.0,67.0,26.0,269.0,0.0,8092.0,6.0,,8157.0,24469.0,23931.0,45.0,63.06
2015-09-08 02:00:00+02:00,567.0,197.0,0.0,4030.0,4092.0,287.0,0.0,0.0,0.0,,2552.0,629.0,1071.0,0.0,6713.0,87.0,67.0,26.0,269.0,0.0,7472.0,60.0,,7850.0,23197.0,22740.0,43.49,60.14
2015-09-08 03:00:00+02:00,542.0,212.0,0.0,3770.0,4033.0,286.0,0.0,0.0,0.0,,2657.0,625.0,898.0,0.0,6715.0,87.0,69.0,27.0,276.0,0.0,7179.0,42.0,,7289.0,22433.0,21967.0,41.5,59.73
2015-09-08 04:00:00+02:00,518.0,186.0,0.0,3658.0,3805.0,288.0,0.0,0.0,0.0,,2658.0,611.0,721.0,0.0,6717.0,87.0,68.0,27.0,274.0,0.0,7212.0,24.0,,7089.0,21879.0,21504.0,40.61,59.98
2015-09-08 05:00:00+02:00,521.0,183.0,0.0,3629.0,3614.0,288.0,0.0,0.0,0.0,,2952.0,614.0,621.0,0.0,6719.0,87.0,66.0,28.0,278.0,0.0,7274.0,40.0,,7318.0,21705.0,21212.0,40.51,61.24
2015-09-08 06:00:00+02:00,561.0,214.0,0.0,4161.0,3730.0,288.0,0.0,0.0,0.0,,3113.0,623.0,873.0,0.0,6722.0,86.0,69.0,36.0,267.0,0.0,6714.0,23.0,,7060.0,21672.0,21206.0,40.51,65.75
2015-09-08 07:00:00+02:00,568.0,197.0,0.0,4156.0,3948.0,281.0,0.0,0.0,0.0,,3066.0,620.0,847.0,0.0,6726.0,85.0,66.0,73.0,265.0,0.0,5946.0,111.0,,6150.0,21048.0,20524.0,35.14,68.85
2015-09-08 08:00:00+02:00,568.0,176.0,0.0,3918.0,4114.0,277.0,0.0,0.0,0.0,,2735.0,609.0,866.0,0.0,6728.0,85.0,65.0,485.0,268.0,0.0,5103.0,596.0,,5328.0,21616.0,21053.0,39.52,71.67
2015-09-08 09:00:00+02:00,566.0,185.0,0.0,4209.0,4697.0,271.0,0.0,0.0,0.0,,2157.0,608.0,998.0,0.0,6726.0,85.0,65.0,1176.0,270.0,0.0,4557.0,1620.0,,4508.0,22909.0,22468.0,41.65,72.79
2015-09-08 10:00:00+02:00,569.0,230.0,0.0,4429.0,5011.0,282.0,0.0,0.0,0.0,,1882.0,602.0,806.0,0.0,6727.0,84.0,65.0,2194.0,270.0,0.0,4761.0,2865.0,,4499.0,24325.0,23817.0,43.97,73.59
2015-09-08 11:00:00+02:00,572.0,203.0,0.0,4345.0,5174.0,284.0,0.0,0.0,0.0,,1473.0,615.0,958.0,0.0,6727.0,83.0,63.0,3155.0,267.0,0.0,4508.0,3448.0,,4612.0,25295.0,24659.0,44.86,74.12
2015-09-08 12:00:00+02:00,565.0,174.0,0.0,4614.0,5414.0,285.0,0.0,0.0,0.0,,1221.0,636.0,1191.0,0.0,6720.0,83.0,65.0,3603.0,270.0,0.0,4073.0,3899.0,,4106.0,25972.0,25369.0,45.0,75.04
2015-09-08 13:00:00+02:00,559.0,244.0,0.0,4920.0,5635.0,284.0,0.0,0.0,0.0,,754.0,649.0,1364.0,0.0,6715.0,83.0,66.0,3562.0,263.0,0.0,3920.0,4047.0,,3931.0,26699.0,26180.0,46.17,74.81
2015-09-08 14:00:00+02:00,555.0,287.0,0.0,4939.0,5914.0,278.0,0.0,0.0,0.0,,455.0,638.0,1559.0,0.0,6710.0,83.0,65.0,3323.0,259.0,0.0,3833.0,3842.0,,4044.0,27255.0,26561.0,46.48,72.41
2015-09-08 15:00:00+02:00,545.0,310.0,0.0,4500.0,6120.0,278.0,0.0,0.0,0.0,,448.0,623.0,1390.0,0.0,6704.0,84.0,65.0,3051.0,259.0,0.0,4161.0,3491.0,,4061.0,27189.0,26161.0,45.11,69.95
2015-09-08 16:00:00+02:00,543.0,289.0,0.0,4252.0,5914.0,275.0,0.0,0.0,0.0,,530.0,621.0,1222.0,0.0,6702.0,83.0,62.0,2618.0,251.0,0.0,5016.0,2967.0,,4860.0,27111.0,25779.0,45.11,69.78
2015-09-08 17:00:00+02:00,541.0,259.0,0.0,4220.0,5614.0,274.0,0.0,0.0,0.0,,679.0,615.0,1392.0,0.0,6702.0,82.0,65.0,2133.0,263.0,0.0,5497.0,2456.0,,5489.0,26827.0,25430.0,45.0,70.75
2015-09-08 18:00:00+02:00,538.0,236.0,0.0,4440.0,5547.0,270.0,0.0,0.0,0.0,,773.0,627.0,1477.0,0.0,6701.0,83.0,64.0,1543.0,269.0,0.0,6086.0,1692.0,,6162.0,26654.0,25448.0,46.17,71.61
2015-09-08 19:00:00+02:00,526.0,227.0,0.0,4575.0,5691.0,254.0,0.0,0.0,0.0,,604.0,625.0,1554.0,0.0,6699.0,84.0,63.0,979.0,270.0,0.0,6528.0,1040.0,,6635.0,26563.0,25655.0,46.94,72.06
2015-09-08 20:00:00+02:00,522.0,280.0,0.0,4738.0,5968.0,249.0,0.0,0.0,0.0,,302.0,637.0,1777.0,0.0,6698.0,84.0,62.0,369.0,269.0,0.0,6668.0,384.0,,6783.0,26707.0,26117.0,53.0,77.88
