dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2015-11-29 17:00:00+01:00,Valencia,288.65,288.65,288.65,1032,63,2,65,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-29 18:00:00+01:00,Valencia,287.15,287.15,287.15,1033,71,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-29 19:00:00+01:00,Valencia,285.15,285.15,285.15,1033,79,1,155,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-29 20:00:00+01:00,Valencia,283.15,283.15,283.15,1034,87,2,310,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-29 21:00:00+01:00,Valencia,283.15,283.15,283.15,1035,87,2,320,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-29 22:00:00+01:00,Valencia,282.15,282.15,282.15,1035,87,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-29 23:00:00+01:00,Valencia,278.4645,278.4645,278.4645,1034,85,0,87,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 00:00:00+01:00,Valencia,280.15,280.15,280.15,1035,93,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 01:00:00+01:00,Valencia,280.15,280.15,280.15,1034,90,1,140,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 02:00:00+01:00,Valencia,280.15,280.15,280.15,1034,87,1,280,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 03:00:00+01:00,Valencia,279.65,279.65,279.65,1034,87,1,275,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 04:00:00+01:00,Valencia,279.15,279.15,279.15,1034,87,1,270,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 05:00:00+01:00,Valencia,278.15,278.15,278.15,1034,90,1,135,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 06:00:00+01:00,Valencia,277.15,277.15,277.15,1034,93,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 07:00:00+01:00,Valencia,276.65,276.65,276.65,1034,89,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 08:00:00+01:00,Valencia,276.15,276.15,276.15,1035,86,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 09:00:00+01:00,Valencia,278.0415,278.0415,278.0415,1035,76,0,155,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 10:00:00+01:00,Valencia,283.15,283.15,283.15,1036,66,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2015-11-30 11:00:00+01:00,Valencia,284.5415,284.5415,284.5415,1035,52,0,223,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 12:00:00+01:00,Valencia,289.15,289.15,289.15,1035,38,1,136,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2015-11-30 13:00:00+01:00,Valencia,289.65,289.65,289.65,1034,46,1,68,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 14:00:00+01:00,Valencia,290.15,290.15,290.15,1034,55,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2015-11-30 15:00:00+01:00,Valencia,290.0645,290.0645,290.0645,1033,45,1,78,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 16:00:00+01:00,Valencia,290.15,290.15,290.15,1033,63,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2015-11-30 17:00:00+01:00,Valencia,288.5645,288.5645,288.5645,1032,55,1,78,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 18:00:00+01:00,Valencia,287.15,287.15,287.15,1032,76,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 19:00:00+01:00,Valencia,284.65,284.65,284.65,1032,84,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 20:00:00+01:00,Valencia,282.15,282.15,282.15,1033,93,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 21:00:00+01:00,Valencia,279.1095,279.1095,279.1095,1033,86,0,123,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-11-30 22:00:00+01:00,Valencia,280.15,280.15,280.15,1033,93,1,290,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2015-11-30 23:00:00+01:00,Valencia,277.6095,277.6095,277.6095,1033,86,1,268,0.0,0.0,0.0,0,800,clear,sky is clear,01
2015-12-01 00:00:00+01:00,Valencia,279.15,279.15,279.15,1033,93,1,290,0.0,0.0,0.0,0,800,clear,sky is clear,01n
