time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2015-06-16 17:00:00+02:00,485.0,839.0,0.0,4093.0,6594.0,337.0,0.0,0.0,0.0,,197.0,853.0,1678.0,0.0,5012.0,96.0,68.0,4201.0,270.0,0.0,5945.0,4013.0,,5906.0,30082.0,29667.0,56.13,72.11
2015-06-16 18:00:00+02:00,490.0,802.0,0.0,4217.0,6687.0,338.0,0.0,0.0,0.0,,195.0,846.0,1361.0,0.0,5011.0,92.0,69.0,3703.0,276.0,0.0,6055.0,3519.0,,6244.0,29759.0,29369.0,55.67,71.63
2015-06-16 19:00:00+02:00,493.0,864.0,0.0,4467.0,6670.0,324.0,0.0,0.0,0.0,,148.0,860.0,1429.0,0.0,5011.0,96.0,70.0,3071.0,278.0,0.0,6049.0,2722.0,,6035.0,29416.0,29253.0,55.98,68.83
2015-06-16 20:00:00+02:00,492.0,877.0,0.0,4262.0,6766.0,335.0,0.0,0.0,0.0,,0.0,868.0,1769.0,0.0,5010.0,96.0,71.0,2014.0,281.0,0.0,6374.0,1604.0,,6254.0,29377.0,29354.0,56.61,69.13
2015-06-16 21:00:00+02:00,503.0,960.0,0.0,4229.0,7062.0,344.0,0.0,0.0,0.0,,0.0,871.0,2168.0,0.0,5011.0,96.0,69.0,1047.0,279.0,0.0,6427.0,823.0,,6358.0,29807.0,29571.0,57.69,70.32
2015-06-16 22:00:00+02:00,498.0,952.0,0.0,4198.0,7096.0,333.0,0.0,0.0,0.0,,0.0,854.0,2119.0,0.0,5012.0,86.0,70.0,754.0,280.0,0.0,6838.0,622.0,,6706.0,29336.0,29296.0,56.19,69.39
2015-06-16 23:00:00+02:00,495.0,831.0,0.0,4146.0,6253.0,337.0,0.0,0.0,0.0,,132.0,826.0,1201.0,0.0,5011.0,86.0,70.0,699.0,282.0,0.0,6901.0,597.0,,6843.0,26822.0,26767.0,51.6,63.99
2015-06-17 00:00:00+02:00,485.0,761.0,0.0,4308.0,5362.0,315.0,0.0,0.0,0.0,,445.0,799.0,1560.0,0.0,5012.0,87.0,66.0,667.0,281.0,0.0,6980.0,392.0,,6916.0,25184.0,25550.0,47.05,56.08
2015-06-17 01:00:00+02:00,480.0,546.0,0.0,4059.0,4501.0,263.0,0.0,0.0,0.0,,595.0,780.0,1407.0,0.0,5015.0,87.0,65.0,659.0,281.0,0.0,7112.0,531.0,,7093.0,23734.0,23951.0,43.0,52.14
2015-06-17 02:00:00+02:00,484.0,525.0,0.0,3833.0,4018.0,261.0,0.0,0.0,0.0,,1126.0,779.0,1782.0,0.0,5015.0,87.0,65.0,659.0,284.0,0.0,7168.0,522.0,,7065.0,22824.0,22969.0,42.43,50.93
2015-06-17 03:00:00+02:00,483.0,517.0,0.0,3841.0,3776.0,264.0,0.0,0.0,0.0,,1511.0,778.0,1929.0,0.0,5016.0,86.0,65.0,658.0,282.0,0.0,7496.0,526.0,,7363.0,22566.0,22530.0,39.05,48.1
2015-06-17 04:00:00+02:00,485.0,515.0,0.0,3906.0,3949.0,263.0,0.0,0.0,0.0,,1580.0,777.0,1887.0,0.0,5017.0,86.0,65.0,644.0,284.0,0.0,7466.0,542.0,,7528.0,22505.0,22439.0,38.55,47.55
2015-06-17 05:00:00+02:00,486.0,534.0,0.0,3845.0,4229.0,267.0,0.0,0.0,0.0,,1248.0,776.0,1803.0,0.0,5017.0,87.0,66.0,560.0,286.0,0.0,7327.0,476.0,,7423.0,22795.0,22835.0,39.0,47.78
2015-06-17 06:00:00+02:00,491.0,619.0,0.0,3870.0,4520.0,273.0,0.0,0.0,0.0,,858.0,783.0,1631.0,0.0,5019.0,86.0,66.0,390.0,282.0,0.0,7511.0,331.0,,7420.0,24296.0,24215.0,42.43,51.3
2015-06-17 07:00:00+02:00,482.0,790.0,0.0,3933.0,5113.0,296.0,0.0,0.0,0.0,,235.0,807.0,1393.0,0.0,5020.0,85.0,67.0,476.0,276.0,0.0,7569.0,508.0,,7566.0,26627.0,26640.0,52.7,60.67
2015-06-17 08:00:00+02:00,486.0,903.0,0.0,4220.0,5641.0,327.0,0.0,0.0,0.0,,27.0,839.0,1403.0,0.0,5020.0,88.0,68.0,1372.0,277.0,0.0,7585.0,1434.0,,7464.0,28882.0,28804.0,56.13,68.45
2015-06-17 09:00:00+02:00,496.0,772.0,0.0,4363.0,5241.0,334.0,0.0,0.0,0.0,,146.0,884.0,1716.0,0.0,5017.0,93.0,68.0,3254.0,275.0,0.0,7859.0,3153.0,,7691.0,30022.0,29871.0,56.61,69.13
2015-06-17 10:00:00+02:00,491.0,719.0,0.0,4440.0,5069.0,330.0,0.0,0.0,0.0,,343.0,925.0,2405.0,0.0,5013.0,92.0,68.0,4545.0,273.0,0.0,7865.0,4271.0,,7848.0,30921.0,31119.0,56.61,69.87
2015-06-17 11:00:00+02:00,482.0,738.0,0.0,4403.0,5471.0,323.0,0.0,0.0,0.0,,748.0,943.0,2538.0,0.0,5007.0,84.0,68.0,4956.0,272.0,0.0,7761.0,5061.0,,7769.0,31347.0,31388.0,56.13,75.07
