time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2018-10-07 01:00:00+02:00,351.0,605.0,0.0,5067.0,4581.0,312.0,0.0,0.0,0.0,,0.0,1165.0,1820.0,0.0,5987.0,56.0,92.0,684.0,308.0,0.0,5053.0,596.0,,4967.0,27155.0,27374.0,56.9,59.1
2018-10-07 02:00:00+02:00,348.0,594.0,0.0,4935.0,4325.0,312.0,0.0,0.0,0.0,,0.0,1170.0,1087.0,0.0,5985.0,56.0,92.0,686.0,305.0,0.0,4706.0,595.0,,4716.0,25889.0,26016.0,54.18,57.56
2018-10-07 03:00:00+02:00,351.0,597.0,0.0,4840.0,3905.0,305.0,0.0,0.0,0.0,,136.0,1168.0,994.0,0.0,5985.0,56.0,91.0,684.0,305.0,0.0,4466.0,597.0,,4506.0,25260.0,25393.0,52.74,55.52
2018-10-07 04:00:00+02:00,344.0,582.0,0.0,4841.0,3688.0,304.0,0.0,0.0,0.0,,208.0,1166.0,1072.0,0.0,5988.0,56.0,92.0,685.0,303.0,0.0,4120.0,590.0,,4337.0,24958.0,24985.0,52.3,51.71
2018-10-07 05:00:00+02:00,348.0,590.0,0.0,5023.0,3966.0,298.0,0.0,0.0,0.0,,172.0,1150.0,1119.0,0.0,5992.0,56.0,89.0,668.0,293.0,0.0,3831.0,573.0,,4126.0,25237.0,25190.0,53.26,51.74
2018-10-07 06:00:00+02:00,343.0,569.0,0.0,5328.0,4562.0,296.0,0.0,0.0,0.0,,0.0,1101.0,1751.0,0.0,5993.0,57.0,92.0,505.0,293.0,0.0,3735.0,525.0,,3932.0,26835.0,26834.0,57.93,55.23
2018-10-07 07:00:00+02:00,358.0,603.0,0.0,5851.0,4806.0,300.0,0.0,0.0,0.0,,2.0,1124.0,2316.0,0.0,5992.0,57.0,93.0,449.0,293.0,0.0,3473.0,525.0,,3665.0,29218.0,29206.0,60.69,59.8
2018-10-07 08:00:00+02:00,367.0,627.0,0.0,6168.0,4970.0,317.0,0.0,0.0,0.0,,0.0,1153.0,3487.0,0.0,5994.0,57.0,92.0,1128.0,286.0,0.0,2886.0,1167.0,,3198.0,31462.0,31578.0,62.0,59.49
2018-10-07 09:00:00+02:00,369.0,662.0,0.0,6327.0,5103.0,319.0,0.0,0.0,0.0,,0.0,1165.0,4256.0,0.0,5994.0,58.0,89.0,2785.0,281.0,0.0,2645.0,2890.0,,2743.0,33706.0,33918.0,63.17,61.7
2018-10-07 10:00:00+02:00,368.0,663.0,0.0,6528.0,5135.0,318.0,0.0,0.0,0.0,,0.0,1300.0,4445.0,0.0,5995.0,56.0,90.0,3984.0,280.0,0.0,2439.0,4281.0,,2431.0,35109.0,35217.0,63.17,60.35
