dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2018-11-09 07:00:00+01:00,Madrid,279.75,278.15,281.15,1017,70,4,260,0.0,0.0,0.0,40,802,clouds,scattered clouds,03n
2018-11-09 08:00:00+01:00,Madrid,279.63,278.15,281.15,1018,93,1,190,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-09 09:00:00+01:00,Madrid,279.438,279.438,279.438,1019,90,2,231,0.0,0.03,0.0,41,802,clouds,scattered clouds,03
2018-11-09 10:00:00+01:00,Madrid,280.31,278.15,282.15,1020,75,5,250,0.0,0.0,0.0,40,802,clouds,scattered clouds,03d
2018-11-09 11:00:00+01:00,Madrid,281.91,280.15,283.15,1021,66,4,260,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 12:00:00+01:00,Madrid,282.91,280.15,284.15,1020,57,5,270,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 13:00:00+01:00,Madrid,284.13,282.15,285.15,1020,53,4,270,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 14:00:00+01:00,Madrid,285.15,285.15,285.15,1019,54,5,250,0.0,0.0,0.0,40,802,clouds,scattered clouds,03d
2018-11-09 15:00:00+01:00,Madrid,285.75,285.15,286.15,1019,58,5,220,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 16:00:00+01:00,Madrid,285.94,284.15,287.15,1018,50,5,230,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 17:00:00+01:00,Madrid,285.53,284.15,286.15,1018,54,5,230,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2018-11-09 18:00:00+01:00,Madrid,284.53,282.15,286.15,1019,66,6,230,0.0,0.0,0.0,75,803,clouds,broken clouds,04d
2018-11-09 19:00:00+01:00,Madrid,283.74,281.15,285.15,1019,71,6,230,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-09 20:00:00+01:00,Madrid,283.34,281.15,284.15,1019,71,5,230,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-09 21:00:00+01:00,Madrid,283.64,283.15,284.15,1019,71,6,230,0.0,0.0,0.0,40,802,clouds,scattered clouds,03n
2018-11-09 22:00:00+01:00,Madrid,283.45,283.15,284.15,1018,76,5,210,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-09 23:00:00+01:00,Madrid,283.58,283.15,284.15,1018,81,4,200,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-10 00:00:00+01:00,Madrid,283.58,283.15,284.15,1018,81,5,200,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-10 01:00:00+01:00,Madrid,283.58,283.15,284.15,1018,81,5,200,0.0,0.0,0.0,90,804,clouds,overcast clouds,04n
2018-11-10 02:00:00+01:00,Madrid,283.58,283.15,284.15,1018,87,2,200,0.0,0.0,0.0,90,804,clouds,overcast clouds,04n
2018-11-10 03:00:00+01:00,Madrid,283.58,283.15,284.15,1017,87,5,210,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-10 04:00:00+01:00,Madrid,283.58,283.15,284.15,1017,87,4,200,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-10 05:00:00+01:00,Madrid,283.58,283.15,284.15,1016,93,4,200,0.3,0.0,0.0,90,500,rain,light rain,10n
2018-11-10 06:00:00+01:00,Madrid,283.58,283.15,284.15,1016,93,4,190,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2018-11-10 07:00:00+01:00,Madrid,283.15,283.15,283.15,1016,100,4,180,0.0,0.0,0.0,90,804,clouds,overcast clouds,04n
2018-11-10 08:00:00+01:00,Madrid,283.65,283.15,284.15,1016,93,5,210,0.0,0.0,0.0,90,701,mist,mist,50n
2018-11-10 08:00:00+01:00,Madrid,283.65,283.15,284.15,1016,93,5,210,0.0,0.0,0.0,90,300,drizzle,light intensity drizzle,09n
2018-11-10 09:00:00+01:00,Madrid,283.91,283.15,284.15,1016,93,4,180,0.0,0.0,0.0,75,803,clouds,broken clouds,04d
2018-11-10 10:00:00+01:00,Madrid,283.34,281.15,284.15,1016,93,6,190,0.0,0.0,0.0,90,701,mist,mist,50d
2018-11-10 10:00:00+01:00,Madrid,283.34,281.15,284.15,1016,93,6,190,0.0,0.0,0.0,90,741,fog,fog,50d
2018-11-10 10:00:00+01:00,Madrid,283.34,281.15,284.15,1016,93,6,190,0.0,0.0,0.0,90,300,drizzle,light intensity drizzle,09d
2018-11-10 11:00:00+01:00,Madrid,283.93,281.15,285.15,1016,93,6,200,0.0,0.0,0.0,90,741,fog,fog,50d
2018-11-10 11:00:00+01:00,Madrid,283.93,281.15,285.15,1016,93,6,200,0.0,0.0,0.0,90,301,drizzle,drizzle,09d
2018-11-10 12:00:00+01:00,Madrid,284.72,281.15,286.15,1016,87,7,200,0.0,0.0,0.0,90,741,fog,fog,50d
