dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2016-04-05 10:00:00+02:00,Seville,289.7,283.15,300.15,1009,76,5,290,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-05 11:00:00+02:00,Seville,291.34,286.15,300.15,1010,67,3,310,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-05 12:00:00+02:00,Seville,291.975,291.975,291.975,1010,61,3,160,0.0,0.0,0.0,10,800,clear,sky is clear,02
2016-04-05 13:00:00+02:00,Seville,292.61,287.15,300.15,1010,55,4,10,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-04-05 14:00:00+02:00,Seville,293.17,289.15,300.15,1011,63,2,280,0.0,0.0,0.0,40,802,clouds,scattered clouds,03d
2016-04-05 15:00:00+02:00,Seville,294.56,291.15,299.15,1010,42,2,320,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-04-05 16:00:00+02:00,Seville,294.5,292.15,298.15,1010,55,3,290,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-04-05 17:00:00+02:00,Seville,294.54,293.15,297.15,1010,40,3,330,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-05 18:00:00+02:00,Seville,295.01,293.15,297.15,1010,43,4,300,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-04-05 19:00:00+02:00,Seville,294.76,294.15,296.15,1012,69,1,300,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-05 20:00:00+02:00,Seville,294.39,293.15,296.15,1011,37,5,340,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-05 21:00:00+02:00,Seville,291.9,289.15,296.15,1011,51,3,350,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-05 22:00:00+02:00,Seville,290.75,290.75,290.75,1012,59,2,330,0.0,0.0,0.0,0,800,clear,sky is clear,01
2016-04-05 23:00:00+02:00,Seville,289.6,286.15,295.15,1013,67,1,310,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 00:00:00+02:00,Seville,289.74,286.15,295.15,1013,67,2,300,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 01:00:00+02:00,Seville,288.91,285.15,294.15,1013,62,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 02:00:00+02:00,Seville,288.95,285.15,294.15,1013,62,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 03:00:00+02:00,Seville,287.33,281.15,293.15,1013,93,0,180,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 04:00:00+02:00,Seville,284.814,284.814,284.814,1013,80,2,96,0.0,0.0,0.0,0,800,clear,sky is clear,01
2016-04-06 05:00:00+02:00,Seville,285.61,280.15,293.15,1013,81,0,300,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 06:00:00+02:00,Seville,285.56,279.15,293.15,1013,93,1,130,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 07:00:00+02:00,Seville,285.93,279.15,295.15,1013,81,1,350,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 08:00:00+02:00,Seville,287.08,279.15,300.15,1014,87,0,310,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 09:00:00+02:00,Seville,287.73,279.15,300.15,1015,81,2,12,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 10:00:00+02:00,Seville,292.77,286.15,305.15,1016,71,2,19,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 11:00:00+02:00,Seville,293.43,286.15,305.15,1016,62,1,50,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 12:00:00+02:00,Seville,295.37,290.15,305.15,1016,45,3,40,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 13:00:00+02:00,Seville,295.95,290.15,305.15,1016,42,3,50,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 14:00:00+02:00,Seville,297.33,293.15,305.15,1015,40,3,30,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 15:00:00+02:00,Seville,296.52,293.15,304.15,1010,29,6,330,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 16:00:00+02:00,Seville,297.25,294.15,302.15,1014,35,1,20,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 17:00:00+02:00,Seville,297.37,294.15,302.15,1014,33,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 18:00:00+02:00,Seville,297.2,295.15,300.15,1013,33,1,0,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 19:00:00+02:00,Seville,296.86,295.15,299.15,1013,31,1,230,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 20:00:00+02:00,Seville,296.9,295.15,299.15,1013,35,1,210,0.0,0.0,0.0,0,800,clear,sky is clear,01d
2016-04-06 21:00:00+02:00,Seville,294.89,293.15,298.15,1013,45,2,200,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 22:00:00+02:00,Seville,292.56,289.15,297.15,1014,55,1,260,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-06 23:00:00+02:00,Seville,291.58,291.58,291.58,1014,63,1,130,0.0,0.0,0.0,0,800,clear,sky is clear,01
2016-04-07 00:00:00+02:00,Seville,290.6,287.15,296.15,1015,72,0,0,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-07 01:00:00+02:00,Seville,290.19,286.15,296.15,1015,82,2,160,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-07 02:00:00+02:00,Seville,289.4,285.15,296.15,1015,87,3,180,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-07 03:00:00+02:00,Seville,290.89,285.15,296.15,1015,87,3,180,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-07 04:00:00+02:00,Seville,287.64,283.15,295.15,1014,93,0,160,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-04-07 05:00:00+02:00,Seville,287.66,287.66,287.66,1014,93,0,160,0.0,0.0,0.0,0,800,clear,sky is clear,01
