time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2022-03-12 10:00:00+01:00,0.6718307758547046,0.24591732927115495,0.43624966406103016,0.3642569931645335,0.84625011376445,0.6202917673434134,0.9394437108719563,0.07382421328865596,0.8570707360040144,0.7504229011891145,0.5098004507030756,0.20261325706414568,0.8067456042468846,0.707858802908775,0.33776074664376043,0.14275992876807775,0.5585361547974769,0.8827721406561916,0.007139278993646414,0.06330574297792257,0.12290387688599147,0.22534002533616582,0.5804619724474548,0.5286144781126487,0.0012308647301707554,0.3824723508391523,0.9306517110789437,12.974751189667854
2022-03-12 11:00:00+01:00,0.18056209668039136,0.35348148580346084,0.6377740184370148,0.2673381276958662,0.14113903511887416,0.715107067704542,0.06288250363795544,0.7832185378916166,0.7773583737762543,0.8077937685291702,0.378227679575429,0.2506847974430554,0.9413915027176016,0.6979259490294345,0.8182005754537485,0.7798708713917324,0.5863356309507252,0.637176326453772,0.18211794468991438,0.6525624134418297,0.7517075136786112,0.3570927467414281,0.9340857613754068,0.11702610101532296,0.13558872175075465,0.4764968996254847,0.5625905441864447,12.661731428201723
2022-03-12 12:00:00+01:00,0.49526602404931797,0.6953114510127781,0.6812558024308926,0.29505546491274726,0.868950508370123,0.6892144106654442,0.9896229667035178,0.0556782691644615,0.829452206941424,0.8106225192951841,0.728942192110182,0.7631207281214063,0.6043000911199808,0.23130133064323066,0.6924487961035056,0.45255438445491636,0.7080659776206024,0.44038454992943066,0.874575299575891,0.18938901673623687,0.6825330062733701,0.05625952908297094,0.38748946395676753,0.2783780709343959,0.9180480889083433,0.8799532291835839,0.6135331737521187,12.691603829301123
2022-03-12 13:00:00+01:00,0.7274467024911281,0.1900049122532147,0.5139428464266861,0.7364828842611943,0.3330875221503016,0.6917230296142093,0.7506139323957249,0.8816535014865072,0.8498146543296178,0.6356642794616125,0.9736172395285009,0.5343506860831194,0.9208496892309586,0.7918797254712828,0.23396749140003736,0.6440410874918719,0.25125270969400915,0.7225267667239209,0.7025858214805287,0.409405946434227,0.6634639003504896,0.8065340648147743,0.35011793809508585,0.9820084942023388,0.38238471023414133,0.5941258463409554,0.6121515811279487,12.717746070290417
2022-03-12 14:00:00+01:00,0.002239573647926707,0.09209169177882193,0.4740150807401995,0.3458231717523357,0.3213104908626062,0.31689150028265933,0.36137341692980607,0.15857576780378713,0.20407006906925163,0.9027974902646587,0.9980257041115269,0.9635837088122162,0.9295429912786277,0.28843165109919433,0.4946064331054516,0.507292972978388,0.038865700234054446,0.0594749676404549,0.8720036554693952,0.9015009338899028,0.007184336020202964,0.5769531339571123,0.8759460077562252,0.13272844448755028,0.4134287910147588,0.2446980217650725,0.8192580214196583,12.889562714173902
2022-03-12 15:00:00+01:00,0.09693073442230005,0.2117992676111644,0.4232444463813275,0.25126249741764173,0.22906247220164622,0.8216540531689607,0.9926515722598875,0.6405213479586382,0.23748753824842894,0.3947536249100778,0.48730282242329315,0.34209563349513505,0.7102832913770257,0.22305042789918927,0.7507631297228532,0.14236796851096478,0.40241522226755155,0.1363583196569742,0.5298960012725438,0.7479261038275109,0.03838790680158333,0.5846728373694329,0.6966149171955773,0.8204448827278631,0.5233543822951048,0.807876927802827,0.032777342435429846,12.221293580523248
2022-03-12 16:00:00+01:00,0.05726552041406874,0.1797294665138578,0.9299774225012274,0.9852417120336991,0.8530443022231139,0.11245933134050567,0.3192957221015422,0.37260118954841104,0.44631754267107593,0.6078551657697889,0.5784875508050288,0.34157602219034544,0.461807555903311,0.8967405711535025,0.525394114134546,0.859863908630064,0.4281587950292015,0.7884127145733921,0.4769526702252104,0.16505599655053715,0.07419583070203606,0.01685334763727986,0.343042921366257,0.22850550646856338,0.6704597292303011,0.7317493279198729,0.8014568637979801,12.860515457714648
2022-03-12 17:00:00+01:00,0.9613999482111256,0.9209415937509011,0.6514421534344126,0.36977403153715205,0.8506350176754797,0.02305594168144276,0.7938398163606513,0.4320450159290351,0.8873725686543223,0.9765047049869039,0.7242369138605073,0.923677497607873,0.20468087859545192,0.4501637508944103,0.08616115253673795,0.7571750936697756,0.2922331188316064,0.7066226495184807,0.6605469136719653,0.5109288371386574,0.3564331134452551,0.7727490975203422,0.39616718137520335,0.5050923473164526,0.9643396759748812,0.49286628144573064,0.169142783140514,12.341111625066388
2022-03-12 18:00:00+01:00,0.06347329765723209,0.25913823885923337,0.0560385620948084,0.2513147519688754,0.18082611303805174,0.05381886571480654,0.34514748726679567,0.5407373712551458,0.1274458393485146,0.6258466213374865,0.6502265580530979,0.3710859817273241,0.9803817837032657,0.32276969101792896,0.8022486953658003,0.5503803240199808,0.6679756240564947,0.05224325059726631,0.08920568872197199,0.9358907469063474,0.30006056388414726,0.8972355899612173,0.5915650001436283,0.36133113663373095,0.43754691380378374,0.7632255030928792,0.783315026588565,12.837736923828695
2022-03-12 19:00:00+01:00,0.6339355438223883,0.2680775542421149,0.27055959831689813,0.2996394673818278,0.23718052634854803,0.6901496766422952,0.38709588412130325,0.6625485162855558,0.17674532742599858,0.4720754485509663,0.5103521128395405,0.4427936306534823,0.32163000023976696,0.48525883563712346,0.42482166510783315,0.5025941004768975,0.5606438953826113,0.6416916333237461,0.3865523379951551,0.3308210575726366,0.9830807140786819,0.8376797886899352,0.6154907825878544,0.8274474858725455,0.3145131564600434,0.27306621405597364,0.6844575781191059,12.765507370792468
2022-03-12 20:00:00+01:00,0.002197907703953339,0.17924484746918057,0.3646264411088278,0.76929777003593,0.5963249133610977,0.5833419697681913,0.13989774717772918,0.9949902426281598,0.5849928328813911,0.2524441879475252,0.5084521227634486,0.08155652506769129,0.9612285587201832,0.7106733662899763,0.025085863490885374,0.2939900649301701,0.8056955729161072,0.355599941885682,0.9486961566899527,0.8292692100299971,0.6532934481622767,0.6639530613830631,0.3068275827226141,0.40028169363159294,0.2222425908339064,0.8197116067548564,0.834470862204122,12.865604238683694
