dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2016-01-14 20:00:00+01:00,Seville,288.58,286.15,292.15,1021,82,1,286,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-01-14 21:00:00+01:00,Seville,287.74,287.74,287.74,1021,84,1,286,0.0,0.0,0.0,0,800,clear,sky is clear,01
2016-01-14 22:00:00+01:00,Seville,286.9,284.15,291.15,1021,87,1,286,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-01-14 23:00:00+01:00,Seville,286.74,286.74,286.74,1021,90,1,238,0.0,0.0,0.0,10,800,clear,sky is clear,02
2016-01-15 00:00:00+01:00,Seville,286.58,284.15,290.15,1021,93,1,190,0.0,0.0,0.0,20,801,clouds,few clouds,02n
2016-01-15 01:00:00+01:00,Seville,286.88,286.88,286.88,1020,93,2,195,0.0,0.0,0.0,47,802,clouds,scattered clouds,03
2016-01-15 02:00:00+01:00,Seville,287.18,286.15,288.15,1020,93,3,200,0.0,0.0,0.0,75,803,clouds,broken clouds,04n
2016-01-15 03:00:00+01:00,Seville,285.0805,285.0805,285.0805,1020,96,2,218,0.3,0.0,0.0,87,500,rain,light rain,10
2016-01-15 04:00:00+01:00,Seville,286.19,285.15,287.15,1020,93,2,196,0.0,0.0,0.0,90,301,drizzle,drizzle,09n
2016-01-15 05:00:00+01:00,Seville,284.7755,284.7755,284.7755,1019,100,2,255,0.3,0.0,0.0,87,500,rain,light rain,10
2016-01-15 06:00:00+01:00,Seville,286.57,284.15,289.15,1019,100,3,275,0.0,0.0,0.0,75,701,mist,mist,50n
2016-01-15 06:00:00+01:00,Seville,286.57,284.15,289.15,1019,100,3,275,0.0,0.0,0.0,75,721,haze,haze,50n
2016-01-15 07:00:00+01:00,Seville,287.25,287.25,287.25,1019,93,3,277,0.0,0.0,0.0,57,803,clouds,broken clouds,04
2016-01-15 08:00:00+01:00,Seville,287.93,285.15,293.15,1020,87,3,280,0.0,0.0,0.0,40,802,clouds,scattered clouds,03n
2016-01-15 09:00:00+01:00,Seville,288.285,288.285,288.285,1021,87,3,275,0.0,0.0,0.0,30,802,clouds,scattered clouds,03
2016-01-15 10:00:00+01:00,Seville,288.64,285.15,295.15,1022,87,3,270,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-01-15 11:00:00+01:00,Seville,289.275,289.275,289.275,1022,82,2,265,0.0,0.0,0.0,30,802,clouds,scattered clouds,03
2016-01-15 12:00:00+01:00,Seville,289.91,286.15,295.15,1023,77,2,260,0.0,0.0,0.0,40,802,clouds,scattered clouds,03d
2016-01-15 13:00:00+01:00,Seville,290.39,290.39,290.39,1023,66,2,135,0.0,0.0,0.0,30,802,clouds,scattered clouds,03
2016-01-15 14:00:00+01:00,Seville,290.87,288.15,294.15,1023,55,3,10,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-01-15 15:00:00+01:00,Seville,291.035,291.035,291.035,1023,53,4,10,0.0,0.0,0.0,20,801,clouds,few clouds,02
2016-01-15 16:00:00+01:00,Seville,291.2,290.15,293.15,1023,51,6,10,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-01-15 17:00:00+01:00,Seville,290.37,290.37,290.37,1023,54,5,180,0.0,0.0,0.0,20,801,clouds,few clouds,02
2016-01-15 18:00:00+01:00,Seville,289.54,288.15,292.15,1024,58,4,350,0.0,0.0,0.0,20,801,clouds,few clouds,02d
2016-01-15 19:00:00+01:00,Seville,288.045,288.045,288.045,1025,67,2,185,0.0,0.0,0.0,10,800,clear,sky is clear,02
2016-01-15 20:00:00+01:00,Seville,286.55,284.15,290.15,1026,76,1,20,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-01-15 21:00:00+01:00,Seville,286.225,286.225,286.225,1026,76,1,45,0.0,0.0,0.0,0,800,clear,sky is clear,01
2016-01-15 22:00:00+01:00,Seville,285.9,283.15,290.15,1027,76,1,70,0.0,0.0,0.0,0,800,clear,sky is clear,01n
