time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2016-12-02 00:00:00+01:00,451.0,0.0,0.0,3108.0,1439.0,350.0,0.0,0.0,0.0,,1739.0,1189.0,3477.0,0.0,5081.0,91.0,71.0,11.0,137.0,0.0,14426.0,9.0,,14359.0,26905.0,27401.0,22.81,74.36
2016-12-02 01:00:00+01:00,410.0,0.0,0.0,2975.0,1384.0,346.0,0.0,0.0,0.0,,2046.0,1169.0,3002.0,0.0,5079.0,90.0,69.0,9.0,136.0,0.0,14558.0,4.0,,14539.0,25107.0,25610.0,21.59,71.91
2016-12-02 02:00:00+01:00,391.0,0.0,0.0,2880.0,1246.0,340.0,0.0,0.0,0.0,,2748.0,1168.0,2766.0,0.0,5080.0,90.0,69.0,9.0,137.0,0.0,14439.0,3.0,,14513.0,23993.0,24358.0,20.0,67.7
2016-12-02 03:00:00+01:00,391.0,0.0,0.0,2845.0,1202.0,351.0,0.0,0.0,0.0,,3103.0,1164.0,2639.0,0.0,5079.0,90.0,70.0,9.0,141.0,0.0,14602.0,7.0,,14536.0,23474.0,23912.0,19.1,61.39
2016-12-02 04:00:00+01:00,395.0,0.0,0.0,2933.0,1170.0,342.0,0.0,0.0,0.0,,3426.0,1154.0,2362.0,0.0,5080.0,90.0,69.0,9.0,141.0,0.0,15093.0,6.0,,14938.0,23355.0,23696.0,15.98,60.4
2016-12-02 05:00:00+01:00,395.0,0.0,0.0,3287.0,1167.0,347.0,0.0,0.0,0.0,,3549.0,1163.0,2545.0,0.0,5080.0,90.0,70.0,9.0,139.0,0.0,15044.0,4.0,,15113.0,23977.0,24282.0,16.5,66.07
2016-12-02 06:00:00+01:00,413.0,0.0,0.0,3291.0,1261.0,349.0,0.0,0.0,0.0,,2432.0,1162.0,3047.0,0.0,5080.0,90.0,70.0,9.0,136.0,0.0,15034.0,2.0,,14954.0,26217.0,26709.0,20.0,72.14
2016-12-02 07:00:00+01:00,460.0,0.0,0.0,3712.0,1374.0,342.0,0.0,0.0,0.0,,1591.0,1175.0,4459.0,0.0,5080.0,90.0,68.0,13.0,127.0,0.0,15084.0,20.0,,15168.0,30168.0,30993.0,23.19,73.9
2016-12-02 08:00:00+01:00,481.0,0.0,0.0,3525.0,1557.0,341.0,0.0,0.0,0.0,,504.0,1206.0,5228.0,0.0,5080.0,97.0,74.0,34.0,123.0,0.0,14961.0,103.0,,14997.0,32076.0,33169.0,27.75,78.02
2016-12-02 09:00:00+01:00,488.0,0.0,0.0,3446.0,1598.0,332.0,0.0,0.0,0.0,,215.0,1251.0,5813.0,0.0,5079.0,99.0,77.0,218.0,131.0,0.0,15033.0,346.0,,15005.0,33111.0,34162.0,30.0,75.57
2016-12-02 10:00:00+01:00,485.0,0.0,0.0,3496.0,1651.0,334.0,0.0,0.0,0.0,,75.0,1292.0,6394.0,0.0,5077.0,94.0,80.0,424.0,136.0,0.0,15117.0,573.0,,15112.0,33588.0,34650.0,30.19,76.83
2016-12-02 11:00:00+01:00,485.0,0.0,0.0,3478.0,1666.0,342.0,0.0,0.0,0.0,,84.0,1300.0,6415.0,0.0,5074.0,90.0,78.0,658.0,139.0,0.0,15117.0,766.0,,15109.0,33539.0,34817.0,29.6,75.91
2016-12-02 12:00:00+01:00,483.0,0.0,0.0,3237.0,1693.0,337.0,0.0,0.0,0.0,,215.0,1296.0,6571.0,0.0,5074.0,91.0,77.0,833.0,136.0,0.0,15335.0,850.0,,15198.0,33101.0,34754.0,28.0,75.19
2016-12-02 13:00:00+01:00,476.0,0.0,0.0,3625.0,1699.0,347.0,0.0,0.0,0.0,,452.0,1311.0,5708.0,0.0,5076.0,98.0,79.0,814.0,132.0,0.0,15493.0,931.0,,15536.0,32947.0,34549.0,26.93,74.2
2016-12-02 14:00:00+01:00,451.0,0.0,0.0,3197.0,1562.0,354.0,0.0,0.0,0.0,,423.0,1285.0,5672.0,0.0,5075.0,97.0,79.0,762.0,121.0,0.0,15563.0,837.0,,15596.0,31660.0,33346.0,24.1,73.19
