dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2015-04-08 13:00:00+02:00, Barcelona,286.66534375,286.66534375,286.66534375,1031.0,55.0,3.0,196.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 14:00:00+02:00, Barcelona,286.3775,286.3775,286.3775,1030.0,56.0,3.0,206.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 15:00:00+02:00, Barcelona,286.78365625,286.78365625,286.78365625,1030.0,52.0,4.0,183.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 16:00:00+02:00, Barcelona,286.66934375,286.66934375,286.66934375,1030.0,51.0,4.0,184.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 17:00:00+02:00, Barcelona,286.332,286.332,286.332,1030.0,53.0,4.0,188.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 18:00:00+02:00, Barcelona,286.2920000000001,286.2920000000001,286.2920000000001,1029.0,52.0,4.0,189.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 19:00:00+02:00, Barcelona,286.029,286.029,286.029,1029.0,52.0,3.0,192.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 20:00:00+02:00, Barcelona,285.1620000000001,285.1620000000001,285.1620000000001,1029.0,56.0,3.0,197.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 21:00:00+02:00, Barcelona,285.10034375,285.10034375,285.10034375,1029.0,56.0,3.0,200.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 22:00:00+02:00, Barcelona,284.43465625,284.43465625,284.43465625,1029.0,58.0,3.0,204.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-08 23:00:00+02:00, Barcelona,284.3945,284.3945,284.3945,1029.0,57.0,3.0,213.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 00:00:00+02:00, Barcelona,283.5203125,283.5203125,283.5203125,1029.0,61.0,2.0,216.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 01:00:00+02:00, Barcelona,283.27165625,283.27165625,283.27165625,1029.0,61.0,2.0,224.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 02:00:00+02:00, Barcelona,283.163,283.163,283.163,1028.0,67.0,2.0,218.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 03:00:00+02:00, Barcelona,282.8676875,282.8676875,282.8676875,1029.0,65.0,2.0,230.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 04:00:00+02:00, Barcelona,282.71234375,282.71234375,282.71234375,1028.0,69.0,2.0,228.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
2015-04-09 05:00:00+02:00, Barcelona,282.7095,282.7095,282.7095,1029.0,67.0,2.0,222.0,0.0,0.0,0.0,0.0,800.0,clear,sky is clear,01
