time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2015-02-28 10:00:00+01:00,481.0,0.0,0.0,3312.0,2007.0,247.0,0.0,0.0,0.0,,50.0,1421.0,5006.0,0.0,7104.0,77.0,78.0,2984.0,196.0,0.0,7456.0,2487.0,,7290.0,30145.0,30244.0,41.79,52.93
2015-02-28 11:00:00+01:00,482.0,0.0,0.0,3251.0,1756.0,247.0,0.0,0.0,0.0,,300.0,1465.0,4870.0,0.0,7101.0,78.0,79.0,3745.0,205.0,0.0,7877.0,3463.0,,7726.0,30524.0,30287.0,41.7,52.83
2015-02-28 12:00:00+01:00,480.0,0.0,0.0,3250.0,1709.0,240.0,0.0,0.0,0.0,,893.0,1482.0,4839.0,0.0,7101.0,78.0,78.0,3816.0,215.0,0.0,8220.0,3914.0,,8097.0,30079.0,29640.0,40.7,52.47
2015-02-28 13:00:00+01:00,482.0,0.0,0.0,3252.0,1808.0,248.0,0.0,0.0,0.0,,1080.0,1422.0,4819.0,0.0,7101.0,79.0,80.0,3816.0,208.0,0.0,8526.0,3778.0,,8453.0,30130.0,29529.0,41.7,53.71
2015-02-28 14:00:00+01:00,456.0,0.0,0.0,3326.0,1830.0,237.0,0.0,0.0,0.0,,1195.0,1393.0,4328.0,0.0,7103.0,79.0,80.0,3604.0,202.0,0.0,8984.0,3396.0,,8822.0,29389.0,28644.0,35.12,47.34
2015-02-28 15:00:00+01:00,450.0,0.0,0.0,3389.0,1882.0,233.0,0.0,0.0,0.0,,1805.0,1304.0,4141.0,0.0,7100.0,79.0,80.0,3128.0,200.0,0.0,9082.0,2990.0,,9199.0,28085.0,27570.0,30.1,43.04
2015-02-28 16:00:00+01:00,450.0,0.0,0.0,3720.0,1927.0,238.0,0.0,0.0,0.0,,2024.0,1310.0,4265.0,0.0,7103.0,78.0,77.0,2643.0,212.0,0.0,8992.0,2311.0,,8988.0,27214.0,26919.0,28.58,43.34
2015-02-28 17:00:00+01:00,479.0,0.0,0.0,4082.0,2010.0,239.0,0.0,0.0,0.0,,1860.0,1351.0,4416.0,0.0,7101.0,78.0,77.0,1618.0,204.0,0.0,8946.0,1564.0,,8966.0,26970.0,26609.0,31.27,46.55
2015-02-28 18:00:00+01:00,510.0,0.0,0.0,4423.0,2108.0,238.0,0.0,0.0,0.0,,1058.0,1426.0,4693.0,0.0,7095.0,76.0,76.0,661.0,190.0,0.0,8619.0,834.0,,8719.0,27454.0,27220.0,41.32,60.34
2015-02-28 19:00:00+01:00,457.0,0.0,0.0,4591.0,2172.0,240.0,0.0,0.0,0.0,,170.0,1475.0,6080.0,0.0,7096.0,76.0,78.0,216.0,215.0,0.0,8654.0,280.0,,8501.0,30169.0,29643.0,45.0,60.83
2015-02-28 20:00:00+01:00,450.0,0.0,0.0,4652.0,2320.0,239.0,0.0,0.0,0.0,,0.0,1497.0,6467.0,0.0,7095.0,77.0,78.0,104.0,211.0,0.0,9155.0,148.0,,8935.0,31357.0,30718.0,45.9,62.87
2015-02-28 21:00:00+01:00,458.0,0.0,0.0,4358.0,2102.0,243.0,0.0,0.0,0.0,,0.0,1489.0,6276.0,0.0,7094.0,77.0,77.0,77.0,208.0,0.0,9580.0,62.0,,9478.0,31420.0,30644.0,44.51,60.42
2015-02-28 22:00:00+01:00,453.0,0.0,0.0,3835.0,2128.0,252.0,0.0,0.0,0.0,,0.0,1432.0,6210.0,0.0,7097.0,77.0,78.0,73.0,210.0,0.0,9568.0,45.0,,9677.0,30163.0,29622.0,40.7,50.83
2015-02-28 23:00:00+01:00,447.0,0.0,0.0,3747.0,2144.0,254.0,0.0,0.0,0.0,,12.0,1456.0,4702.0,0.0,7096.0,77.0,77.0,71.0,202.0,0.0,9461.0,6.0,,9447.0,28234.0,27689.0,35.12,45.53
2015-03-01 00:00:00+01:00,484.0,322.0,0.0,5642.0,5969.0,280.0,0.0,0.0,0.0,,14.0,1131.0,4297.0,0.0,7098.0,43.0,76.0,62.0,209.0,0.0,1854.0,16.0,,1965.0,25995.0,27243.0,52.1,47.6
2015-03-01 01:00:00+01:00,481.0,317.0,0.0,5636.0,5814.0,286.0,0.0,0.0,0.0,,533.0,1093.0,2576.0,0.0,7097.0,44.0,75.0,62.0,207.0,0.0,1982.0,16.0,,1891.0,23763.0,24723.0,47.84,40.01
2015-03-01 02:00:00+01:00,481.0,306.0,0.0,5285.0,5412.0,275.0,0.0,0.0,0.0,,1078.0,940.0,1566.0,0.0,7101.0,43.0,73.0,62.0,206.0,0.0,2221.0,8.0,,2097.0,22030.0,22861.0,43.66,37.79
2015-03-01 03:00:00+01:00,479.0,313.0,0.0,5068.0,5427.0,272.0,0.0,0.0,0.0,,1508.0,925.0,971.0,0.0,7101.0,44.0,71.0,62.0,209.0,0.0,2383.0,2.0,,2336.0,20996.0,21963.0,43.66,33.06
2015-03-01 04:00:00+01:00,479.0,315.0,0.0,4754.0,5489.0,270.0,0.0,0.0,0.0,,1631.0,915.0,746.0,0.0,7101.0,44.0,72.0,60.0,210.0,0.0,2611.0,0.0,,2475.0,20478.0,21540.0,41.98,29.65
2015-03-01 05:00:00+01:00,483.0,320.0,0.0,4601.0,5252.0,269.0,0.0,0.0,0.0,,1663.0,919.0,672.0,0.0,7101.0,44.0,73.0,60.0,208.0,0.0,2793.0,0.0,,2729.0,20505.0,21642.0,43.93,31.25
2015-03-01 06:00:00+01:00,479.0,324.0,0.0,4650.0,5441.0,281.0,0.0,0.0,0.0,,1611.0,922.0,787.0,0.0,7101.0,43.0,72.0,60.0,204.0,0.0,3042.0,2.0,,2903.0,21061.0,22434.0,46.02,33.55
2015-03-01 07:00:00+01:00,482.0,319.0,0.0,4396.0,5625.0,291.0,0.0,0.0,0.0,,949.0,916.0,977.0,0.0,7100.0,43.0,75.0,61.0,212.0,0.0,3246.0,22.0,,3203.0,22175.0,23787.0,50.92,31.95
2015-03-01 08:00:00+01:00,490.0,317.0,0.0,4643.0,5918.0,286.0,0.0,0.0,0.0,,519.0,966.0,1363.0,0.0,7100.0,43.0,73.0,85.0,224.0,0.0,3297.0,24.0,,3262.0,23448.0,25305.0,55.57,37.89
